danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track.duration_ms,year,country,performer,song,performance,decade,ID,Region,BroadRegion,Period
0.563,0.731,9,-6.438,1,0.0512,0.194,0,0.379,0.574,76.088,4,180426,2014,Georgia,The Shin and Mariko,Three Minutes To Earth,2014 Georgia,2010,0.563 0.731 9 -6.438 1 0.0512 0.194 0 0.379 0.574 76.088,Ex-Soviet,Eastern_Europe,Late
0.759,0.693,7,-6.13,0,0.0886,0.252,0,0.372,0.823,132.089,4,181600,2014,Germany,Elaiza,Is It Right,2014 Germany,2010,0.759 0.693 7 -6.13 0 0.0886 0.252 0 0.372 0.823 132.089,Central Europe,Central_Europe,Late
0.672,0.813,0,-5.612,0,0.0587,0.0372,0,0.319,0.614,127.972,4,184133,2014,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,2014 Greece,2010,0.672 0.813 0 -5.612 0 0.0587 0.0372 0 0.319 0.614 127.972,Hellenic/Anatolian,Southern,Late
0.589,0.63,10,-6.546,0,0.0312,0.0923,0,0.0867,0.373,90.066,4,182626,2014,Hungary,Andr<e1>s K<e1>llay-Saunders,Running,2014 Hungary,2010,0.589 0.63 10 -6.546 0 0.0312 0.0923 0 0.0867 0.373 90.066,Central Europe,Central_Europe,Late
0.698,0.93,7,-4.348,1,0.0891,0.102,0,0.255,0.735,108.095,4,165346,2014,Iceland,Pollap<f6>nk,No Prejudice,2014 Iceland,2010,0.698 0.93 7 -4.348 1 0.0891 0.102 0 0.255 0.735 108.095,Nordic,Northern_Europe,Late
0.684,0.842,0,-3.574,1,0.0331,0.293,0,0.194,0.743,119.989,4,182685,2014,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,2014 Ireland,2010,0.684 0.842 0 -3.574 1 0.0331 0.293 0 0.194 0.743 119.989,Western Europe,Western_Europe_Australia,Late
0.632,0.88,11,-5.341,0,0.0461,0.089,0,0.13,0.452,124.037,4,179120,2014,Israel,Mei Finegold,Same Heart,2014 Israel,2010,0.632 0.88 11 -5.341 0 0.0461 0.089 0 0.13 0.452 124.037,Hellenic/Anatolian,Southern,Late
0.597,0.921,9,-4.03,0,0.0338,0.104,0,0.139,0.849,135.985,4,184720,2014,Italy,Emma,La Mia Citt<e0>,2014 Italy,2010,0.597 0.921 9 -4.03 0 0.0338 0.104 0 0.139 0.849 135.985,Southern Europe,Southern,Late
0.711,0.625,6,-8.612,1,0.0482,0.437,1.21E-05,0.121,0.788,98.518,4,181386,2014,Latvia,Aarzemnieki,Cake To Bake,2014 Latvia,2010,0.711 0.625 6 -8.612 1 0.0482 0.437 1.21e-05 0.121 0.788 98.518,Baltic,Northern_Europe,Late
0.496,0.816,1,-3.563,1,0.0409,0.027,4.99E-06,0.035,0.263,128.101,4,179386,2014,Malta,Firelight,Coming Home,2014 Malta,2010,0.496 0.816 1 -3.563 1 0.0409 0.027 4.99e-06 0.035 0.263 128.101,Southern Europe,Southern,Late
0.59,0.735,2,-4.508,0,0.0444,0.0901,0,0.241,0.122,139.995,4,182000,2014,Moldova,Cristina Scarlat,Wild Soul,2014 Moldova,2010,0.59 0.735 2 -4.508 0 0.0444 0.0901 0 0.241 0.122 139.995,Ex-Soviet,Eastern_Europe,Late
0.366,0.411,0,-11.756,0,0.067,0.74,0,0.405,0.362,102.83,4,154346,2014,Montenegro,Sergej Cetkovic,Moj Svijet,2014 Montenegro,2010,0.366 0.411 0 -11.756 0 0.067 0.74 0 0.405 0.362 102.83,Balkans,Eastern_Europe,Late
0.702,0.354,6,-11.425,1,0.0328,0.577,0.274,0.11,0.42,116.029,4,186826,2014,Netherlands,The Common Linnets,Calm After The Storm,2014 Netherlands,2010,0.702 0.354 6 -11.425 1 0.0328 0.577 0.274 0.11 0.42 116.029,Western Europe,Western_Europe_Australia,Late
0.574,0.865,1,-3.949,0,0.0474,0.00127,0,0.0794,0.729,127.977,4,193640,2014,North Macedonia,Tijana,To the Sky,2014 North Macedonia,2010,0.574 0.865 1 -3.949 0 0.0474 0.00127 0 0.0794 0.729 127.977,Balkans,Eastern_Europe,Late
0.303,0.214,9,-9.893,1,0.0413,0.86,2.39E-05,0.103,0.213,73.678,3,177946,2014,Norway,Carl Espen,Silent Storm,2014 Norway,2010,0.303 0.214 9 -9.893 1 0.0413 0.86 2.39e-05 0.103 0.213 73.678,Nordic,Northern_Europe,Late
0.692,0.829,7,-4.858,1,0.154,0.29,1.08E-06,0.366,0.649,156.028,4,179080,2014,Poland,Donatan & Cleo,My Slowianie - We Are Slavic,2014 Poland,2010,0.692 0.829 7 -4.858 1 0.154 0.29 1.08e-06 0.366 0.649 156.028,Central Europe,Central_Europe,Late
0.746,0.918,0,-4.423,1,0.0467,0.153,0.000626,0.129,0.892,130.025,4,181853,2014,Portugal,Suzy,Quero Ser Tua,2014 Portugal,2010,0.746 0.918 0 -4.423 1 0.0467 0.153 0.000626 0.129 0.892 130.025,Southern Europe,Southern,Late
0.558,0.879,9,-3.869,1,0.0403,0.0181,0,0.109,0.325,135.051,4,184773,2014,Romania,Paula Seling & OVI,Miracle,2014 Romania,2010,0.558 0.879 9 -3.869 1 0.0403 0.0181 0 0.109 0.325 135.051,Ex-Soviet,Eastern_Europe,Late
0.642,0.834,4,-5.59,0,0.0319,0.144,0,0.0723,0.742,119.993,4,186080,2014,Russia,Tolmachevy Sisters,Shine,2014 Russia,2010,0.642 0.834 4 -5.59 0 0.0319 0.144 0 0.0723 0.742 119.993,Ex-Soviet,Eastern_Europe,Late
0.555,0.762,7,-4.528,0,0.0418,0.482,0,0.375,0.228,114.28,4,185013,2014,San Marino,Valentina Monetta,Maybe (Forse),2014 San Marino,2010,0.555 0.762 7 -4.528 0 0.0418 0.482 0 0.375 0.228 114.28,Southern Europe,Southern,Late
0.601,0.668,0,-6.625,1,0.042,0.675,6.15E-05,0.0984,0.422,130.006,4,172769,2014,Spain,Ruth Lorenzo,Dancing in the rain,2014 Spain,2010,0.601 0.668 0 -6.625 1 0.042 0.675 6.15e-05 0.0984 0.422 130.006,Southern Europe,Southern,Late
0.582,0.408,6,-6.658,1,0.0377,0.447,0,0.101,0.284,121.911,4,187266,2014,Sweden,Sanna Nielsen,Undo,2014 Sweden,2010,0.582 0.408 6 -6.658 1 0.0377 0.447 0 0.101 0.284 121.911,Nordic,Northern_Europe,Late
0.565,0.882,4,-4.48,0,0.0695,0.14,9.85E-06,0.101,0.907,176.956,4,185520,2014,Switzerland,Sebalter,Hunter Of Stars,2014 Switzerland,2010,0.565 0.882 4 -4.48 0 0.0695 0.14 9.85e-06 0.101 0.907 176.956,Central Europe,Central_Europe,Late
0.697,0.887,6,-4.038,0,0.0387,0.0104,0.000315,0.0479,0.719,124.976,4,183040,2014,Ukraine,Mariya Yaremchuk,Tick - Tock,2014 Ukraine,2010,0.697 0.887 6 -4.038 0 0.0387 0.0104 0.000315 0.0479 0.719 124.976,Ex-Soviet,Eastern_Europe,Late
0.558,0.739,6,-3.81,1,0.0504,0.165,0.000171,0.292,0.417,140.07,4,182946,2014,United Kingdom,Molly,Children of the Universe,2014 United Kingdom,2010,0.558 0.739 6 -3.81 1 0.0504 0.165 0.000171 0.292 0.417 140.07,Western Europe,Western_Europe_Australia,Late
0.566,0.797,9,-5.894,0,0.0554,0.106,0,0.205,0.531,155.035,4,185674,2015,Albania,Elhaida Dani,I'm Alive,2015 Albania,2010,0.566 0.797 9 -5.894 0 0.0554 0.106 0 0.205 0.531 155.035,Balkans,Eastern_Europe,Late
0.445,0.542,7,-7.773,1,0.0333,0.026,0,0.368,0.244,121.058,3,180477,2015,Armenia,Genealogy,Face The Shadow,2015 Armenia,2010,0.445 0.542 7 -7.773 1 0.0333 0.026 0 0.368 0.244 121.058,Ex-Soviet,Eastern_Europe,Late
0.718,0.824,0,-2.763,1,0.0905,0.102,0,0.142,0.532,106.081,4,175877,2015,Australia,Guy Sebastian,Tonight Again,2015 Australia,2010,0.718 0.824 0 -2.763 1 0.0905 0.102 0 0.142 0.532 106.081,Australia,Western_Europe_Australia,Late
0.52,0.499,1,-5.716,1,0.025,0.309,3.01E-06,0.104,0.245,82.793,4,180714,2015,Austria,The Makemakes,I Am Yours,2015 Austria,2010,0.52 0.499 1 -5.716 1 0.025 0.309 3.01e-06 0.104 0.245 82.793,Central Europe,Central_Europe,Late
0.483,0.672,2,-5.137,1,0.04,0.0602,4.51E-05,0.306,0.194,106.232,4,179219,2015,Azerbaijan,Elnur H<fc>seynov,Hour Of The Wolf,2015 Azerbaijan,2010,0.483 0.672 2 -5.137 1 0.04 0.0602 4.51e-05 0.306 0.194 106.232,Ex-Soviet,Eastern_Europe,Late
0.564,0.84,7,-3.928,0,0.0388,0.0989,0,0.268,0.513,129.941,4,184384,2015,Belarus,Uzari & Maimuna,Time,2015 Belarus,2010,0.564 0.84 7 -3.928 0 0.0388 0.0989 0 0.268 0.513 129.941,Ex-Soviet,Eastern_Europe,Late
0.821,0.513,7,-5.388,1,0.0436,0.0802,0,0.067,0.308,90.008,4,172152,2015,Belgium,Lo<ef>c Nottet,Rhythm Inside,2015 Belgium,2010,0.821 0.513 7 -5.388 1 0.0436 0.0802 0 0.067 0.308 90.008,Western Europe,Western_Europe_Australia,Late
0.326,0.372,3,-9.466,1,0.0309,0.543,0,0.107,0.436,180.654,1,182392,2015,Cyprus,John Karayiannis,One Thing I Should Have Done,2015 Cyprus,2010,0.326 0.372 3 -9.466 1 0.0309 0.543 0 0.107 0.436 180.654,Hellenic/Anatolian,Southern,Late
0.493,0.4,2,-8.323,0,0.025,0.243,0,0.0974,0.234,91.999,3,184891,2015,Czech Republic,Marta Jandov<e1> & V<e1>clav Noid B<e1>rta,Hope Never Dies,2015 Czech Republic,2010,0.493 0.4 2 -8.323 0 0.025 0.243 0 0.0974 0.234 91.999,Central Europe,Central_Europe,Late
0.537,0.732,0,-4.047,1,0.0297,0.022,0,0.155,0.688,125.012,4,185617,2015,Denmark,Anti Social Media,The Way You Are,2015 Denmark,2010,0.537 0.732 0 -4.047 1 0.0297 0.022 0 0.155 0.688 125.012,Nordic,Northern_Europe,Late
0.626,0.835,7,-5.059,0,0.0451,0.377,1.19E-06,0.39,0.699,138.031,4,179130,2015,Estonia,Elina Born & Stig R<e4>sta,Goodbye to Yesterday,2015 Estonia,2010,0.626 0.835 7 -5.059 0 0.0451 0.377 1.19e-06 0.39 0.699 138.031,Baltic,Northern_Europe,Late
0.394,0.847,0,-6.208,1,0.0505,0.00116,0,0.364,0.801,97.019,4,84813,2015,Finland,Pertti Kurikan Nimip<e4>iv<e4>t,Aina Mun Pit<e4><e4>,2015 Finland,2010,0.394 0.847 0 -6.208 1 0.0505 0.00116 0 0.364 0.801 97.019,Nordic,Northern_Europe,Late
0.534,0.494,9,-5.858,0,0.0287,0.746,0,0.136,0.233,126.164,4,180653,2015,France,Lisa Angell,N<U+0092>oubliez pas,2015 France,2010,0.534 0.494 9 -5.858 0 0.0287 0.746 0 0.136 0.233 126.164,Western Europe,Western_Europe_Australia,Late
0.461,0.911,5,-4.108,0,0.0998,0.00803,2.23E-05,0.215,0.386,141.082,4,182126,2015,Georgia,Nina Sublatti,Warrior,2015 Georgia,2010,0.461 0.911 5 -4.108 0 0.0998 0.00803 2.23e-05 0.215 0.386 141.082,Ex-Soviet,Eastern_Europe,Late
0.604,0.86,1,-4.464,1,0.0905,0.00341,9.67E-05,0.198,0.797,172.065,4,192609,2015,Germany,Ann Sophie,Black Smoke,2015 Germany,2010,0.604 0.86 1 -4.464 1 0.0905 0.00341 9.67e-05 0.198 0.797 172.065,Central Europe,Central_Europe,Late
0.242,0.621,2,-7.358,0,0.039,0.157,0,0.427,0.31,175.936,4,167793,2015,Greece,Maria Elena Kyriakou,One Last Breath,2015 Greece,2010,0.242 0.621 2 -7.358 0 0.039 0.157 0 0.427 0.31 175.936,Hellenic/Anatolian,Southern,Late
0.334,0.185,2,-11.122,1,0.033,0.81,0,0.163,0.203,174.43,3,179712,2015,Hungary,Boggie,Wars For Nothing,2015 Hungary,2010,0.334 0.185 2 -11.122 1 0.033 0.81 0 0.163 0.203 174.43,Central Europe,Central_Europe,Late
0.271,0.609,8,-7.029,1,0.0462,0.101,3.06E-05,0.297,0.456,194.086,4,179993,2015,Iceland,Mar<ed>a <d3>lafsd<f3>ttir,Unbroken,2015 Iceland,2010,0.271 0.609 8 -7.029 1 0.0462 0.101 3.06e-05 0.297 0.456 194.086,Nordic,Northern_Europe,Late
0.556,0.487,0,-6.426,1,0.0271,0.29,3.63E-05,0.311,0.224,78.551,3,180561,2015,Ireland,Molly Sterling,Playing With Numbers,2015 Ireland,2010,0.556 0.487 0 -6.426 1 0.0271 0.29 3.63e-05 0.311 0.224 78.551,Western Europe,Western_Europe_Australia,Late
0.659,0.751,1,-7.088,0,0.0603,0.093,0,0.0993,0.578,115.021,4,179850,2015,Israel,Nadav Guedj,Golden Boy,2015 Israel,2010,0.659 0.751 1 -7.088 0 0.0603 0.093 0 0.0993 0.578 115.021,Hellenic/Anatolian,Southern,Late
0.451,0.662,1,-5.782,1,0.0322,0.0603,6.17E-05,0.161,0.149,142.325,4,181280,2015,Italy,Il Volo,Grande Amore,2015 Italy,2010,0.451 0.662 1 -5.782 1 0.0322 0.0603 6.17e-05 0.161 0.149 142.325,Southern Europe,Southern,Late
0.508,0.284,7,-11.236,0,0.0551,0.0415,0.000846,0.142,0.145,108.116,4,179999,2015,Latvia,Aminata Savadogo,Love Injected,2015 Latvia,2010,0.508 0.284 7 -11.236 0 0.0551 0.0415 0.000846 0.142 0.145 108.116,Baltic,Northern_Europe,Late
0.565,0.871,8,-6.31,1,0.0559,0.00313,0,0.106,0.318,131.026,4,182000,2015,Lithuania,Monika & Vaidas,This Time,2015 Lithuania,2010,0.565 0.871 8 -6.31 1 0.0559 0.00313 0 0.106 0.318 131.026,Baltic,Northern_Europe,Late
0.407,0.796,8,-4.061,1,0.0659,0.0872,5.23E-06,0.234,0.211,76.974,4,179669,2015,Malta,Amber,Warrior,2015 Malta,2010,0.407 0.796 8 -4.061 1 0.0659 0.0872 5.23e-06 0.234 0.211 76.974,Southern Europe,Southern,Late
0.445,0.812,8,-5.049,1,0.0431,0.0276,0,0.148,0.865,206.003,4,180871,2015,Moldova,Eduard Romanyuta,I Want Your Love,2015 Moldova,2010,0.445 0.812 8 -5.049 1 0.0431 0.0276 0 0.148 0.865 206.003,Ex-Soviet,Eastern_Europe,Late
0.328,0.45,6,-10.361,0,0.0306,0.532,0,0.106,0.229,95.08,4,182861,2015,Montenegro,Knez,Adio,2015 Montenegro,2010,0.328 0.45 6 -10.361 0 0.0306 0.532 0 0.106 0.229 95.08,Balkans,Eastern_Europe,Late
0.487,0.81,6,-3.687,1,0.0423,0.244,0.0108,0.495,0.417,171.785,4,183027,2015,Netherlands,Trijntje Oosterhuis,Walk Along,2015 Netherlands,2010,0.487 0.81 6 -3.687 1 0.0423 0.244 0.0108 0.495 0.417 171.785,Western Europe,Western_Europe_Australia,Late
0.59,0.608,0,-9.13,1,0.0331,0.418,0,0.0872,0.373,120.065,4,182426,2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,2015 North Macedonia,2010,0.59 0.608 0 -9.13 1 0.0331 0.418 0 0.0872 0.373 120.065,Balkans,Eastern_Europe,Late
0.296,0.294,1,-9.063,0,0.0296,0.376,0,0.0937,0.147,146.612,4,184306,2015,Norway,M<f8>rland & Debrah Scarlett,A Monster Like Me,2015 Norway,2010,0.296 0.294 1 -9.063 0 0.0296 0.376 0 0.0937 0.147 146.612,Nordic,Northern_Europe,Late
0.335,0.641,1,-6.824,1,0.0404,0.153,0.000189,0.177,0.134,81.927,4,176187,2015,Poland,Monika Kuszynska,In The Name Of Love,2015 Poland,2010,0.335 0.641 1 -6.824 1 0.0404 0.153 0.000189 0.177 0.134 81.927,Central Europe,Central_Europe,Late
0.521,0.539,1,-9.779,0,0.0288,0.036,1.64E-06,0.169,0.111,111.47,4,179949,2015,Portugal,Leonor Andrade,H<e1> um mar que nos Separa,2015 Portugal,2010,0.521 0.539 1 -9.779 0 0.0288 0.036 1.64e-06 0.169 0.111 111.47,Southern Europe,Southern,Late
0.571,0.562,4,-6.062,1,0.026,0.485,0,0.13,0.158,98.017,4,179954,2015,Romania,Voltaj,De La Capat / All Over Again,2015 Romania,2010,0.571 0.562 4 -6.062 1 0.026 0.485 0 0.13 0.158 98.017,Ex-Soviet,Eastern_Europe,Late
0.43,0.664,7,-3.958,1,0.0293,0.18,0,0.169,0.324,76.101,4,180381,2015,Russia,Polina Gagarina,A Million Voices,2015 Russia,2010,0.43 0.664 7 -3.958 1 0.0293 0.18 0 0.169 0.324 76.101,Ex-Soviet,Eastern_Europe,Late
0.627,0.786,6,-4.431,1,0.0487,0.527,0,0.053,0.691,77,4,181323,2015,San Marino,Michele Perniola & Anita Simoncini,Chain Of Lights,2015 San Marino,2010,0.627 0.786 6 -4.431 1 0.0487 0.527 0 0.053 0.691 77,Southern Europe,Southern,Late
0.59,0.727,10,-6.948,0,0.0392,0.0424,0,0.363,0.485,128.982,4,179104,2015,Serbia,Bojana Stamenov,Beauty Never Lies,2015 Serbia,2010,0.59 0.727 10 -6.948 0 0.0392 0.0424 0 0.363 0.485 128.982,Balkans,Eastern_Europe,Late
0.479,0.786,4,-4.404,0,0.098,0.00465,0,0.377,0.502,79.131,4,204209,2015,Slovenia,Maraaya,Here for You,2015 Slovenia,2010,0.479 0.786 4 -4.404 0 0.098 0.00465 0 0.377 0.502 79.131,Balkans,Eastern_Europe,Late
0.44,0.676,3,-5.04,0,0.0329,0.16,1.05E-05,0.112,0.0876,126.866,4,184640,2015,Spain,Edurne,Amanecer,2015 Spain,2010,0.44 0.676 3 -5.04 0 0.0329 0.16 1.05e-05 0.112 0.0876 126.866,Southern Europe,Southern,Late
0.484,0.791,7,-4.27,1,0.0437,0.0743,0,0.0491,0.369,124.008,4,190613,2015,Sweden,M<e5>ns Zelmerl<f6>w,Heroes,2015 Sweden,2010,0.484 0.791 7 -4.27 1 0.0437 0.0743 0 0.0491 0.369 124.008,Nordic,Northern_Europe,Late
0.603,0.674,4,-7.262,0,0.0357,0.0118,0,0.14,0.453,139.95,4,182462,2015,Switzerland,M<e9>lanie Ren<e9>,Time To Shine,2015 Switzerland,2010,0.603 0.674 4 -7.262 0 0.0357 0.0118 0 0.14 0.453 139.95,Central Europe,Central_Europe,Late
0.751,0.807,0,-4.431,1,0.0578,0.0274,0,0.0774,0.74,117.012,4,168901,2015,United Kingdom,Electro Velvet,Still in Love with You,2015 United Kingdom,2010,0.751 0.807 0 -4.431 1 0.0578 0.0274 0 0.0774 0.74 117.012,Western Europe,Western_Europe_Australia,Late
0.468,0.64,7,-5.593,0,0.0391,0.379,0,0.49,0.43,97.608,4,180557,2016,Albania,Eneda Tarifa,Fairytale,2016 Albania,2010,0.468 0.64 7 -5.593 0 0.0391 0.379 0 0.49 0.43 97.608,Balkans,Eastern_Europe,Late
0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.329,119.906,4,178326,2016,Armenia,Iveta Mukuchyan,LoveWave,2016 Armenia,2010,0.535 0.712 5 -7.82 0 0.0541 0.0861 5.81e-06 0.11 0.329 119.906,Ex-Soviet,Eastern_Europe,Late
0.532,0.75,4,-4.032,0,0.0605,0.295,0,0.162,0.323,67.942,4,184786,2016,Australia,Dami Im,Sound of Silence,2016 Australia,2010,0.532 0.75 4 -4.032 0 0.0605 0.295 0 0.162 0.323 67.942,Australia,Western_Europe_Australia,Late
0.647,0.624,4,-5.335,0,0.0367,0.516,0,0.165,0.461,142.999,4,180000,2016,Austria,Zo<eb>,Loin d'ici,2016 Austria,2010,0.647 0.624 4 -5.335 0 0.0367 0.516 0 0.165 0.461 142.999,Central Europe,Central_Europe,Late
0.58,0.759,5,-3.125,0,0.0382,0.0526,0.000816,0.138,0.335,95.995,4,182400,2016,Azerbaijan,Samra,Miracle,2016 Azerbaijan,2010,0.58 0.759 5 -3.125 0 0.0382 0.0526 0.000816 0.138 0.335 95.995,Ex-Soviet,Eastern_Europe,Late
0.487,0.762,2,-6.095,0,0.0305,0.000624,2.43E-06,0.149,0.295,93.044,4,179942,2016,Belarus,Ivan,Help You Fly,2016 Belarus,2010,0.487 0.762 2 -6.095 0 0.0305 0.000624 2.43e-06 0.149 0.295 93.044,Ex-Soviet,Eastern_Europe,Late
0.749,0.811,11,-2.626,1,0.099,0.0228,0,0.0693,0.762,117.01,4,171893,2016,Belgium,Laura Tesoro,What's the Pressure,2016 Belgium,2010,0.749 0.811 11 -2.626 1 0.099 0.0228 0 0.0693 0.762 117.01,Western Europe,Western_Europe_Australia,Late
0.312,0.716,3,-5.386,1,0.158,0.268,0,0.098,0.43,170.09,4,180370,2016,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav Je,2016 Bosnia & Herzegovina,2010,0.312 0.716 3 -5.386 1 0.158 0.268 0 0.098 0.43 170.09,Balkans,Eastern_Europe,Late
0.613,0.834,0,-5.164,1,0.0327,0.0211,0,0.225,0.524,110.069,4,179481,2016,Bulgaria,Poli Genova,If Love Was a Crime,2016 Bulgaria,2010,0.613 0.834 0 -5.164 1 0.0327 0.0211 0 0.225 0.524 110.069,Balkans,Eastern_Europe,Late
0.606,0.575,10,-4.446,0,0.0359,0.186,0,0.133,0.31,115.956,4,180426,2016,Croatia,Nina Kraljic,Lighthouse,2016 Croatia,2010,0.606 0.575 10 -4.446 0 0.0359 0.186 0 0.133 0.31 115.956,Balkans,Eastern_Europe,Late
0.481,0.91,10,-3.624,0,0.051,0.0056,5.22E-06,0.0979,0.594,130.011,4,183093,2016,Cyprus,Minus One,Alter Ego,2016 Cyprus,2010,0.481 0.91 10 -3.624 0 0.051 0.0056 5.22e-06 0.0979 0.594 130.011,Hellenic/Anatolian,Southern,Late
0.17,0.588,7,-5.812,0,0.0363,0.0047,0.000302,0.306,0.169,205.008,3,180000,2016,Czech Republic,Gabriela Gunc<ed>kov<e1>,I Stand,2016 Czech Republic,2010,0.17 0.588 7 -5.812 0 0.0363 0.0047 0.000302 0.306 0.169 205.008,Central Europe,Central_Europe,Late
0.648,0.692,8,-6.573,1,0.0434,0.0216,0,0.0604,0.418,127.096,4,179746,2016,Denmark,Lighthouse X,Soldiers of Love,2016 Denmark,2010,0.648 0.692 8 -6.573 1 0.0434 0.0216 0 0.0604 0.418 127.096,Nordic,Northern_Europe,Late
0.497,0.627,9,-6.608,0,0.0876,0.555,0,0.29,0.308,179.778,4,179713,2016,Estonia,J<fc>ri Pootsmann,Play,2016 Estonia,2010,0.497 0.627 9 -6.608 0 0.0876 0.555 0 0.29 0.308 179.778,Baltic,Northern_Europe,Late
0.652,0.898,7,-4.554,0,0.0773,0.00473,0.0269,0.152,0.576,126.027,4,180805,2016,Finland,Sandhja,Sing It Away,2016 Finland,2010,0.652 0.898 7 -4.554 0 0.0773 0.00473 0.0269 0.152 0.576 126.027,Nordic,Northern_Europe,Late
0.567,0.875,1,-4.818,1,0.0444,0.0263,0,0.17,0.489,120.058,4,212280,2016,France,Amir,J'ai Cherch<e9>,2016 France,2010,0.567 0.875 1 -4.818 1 0.0444 0.0263 0 0.17 0.489 120.058,Western Europe,Western_Europe_Australia,Late
0.583,0.925,4,-3.694,0,0.0763,0.00291,0.00237,0.116,0.471,126.98,4,176195,2016,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,2016 Georgia,2010,0.583 0.925 4 -3.694 0 0.0763 0.00291 0.00237 0.116 0.471 126.98,Ex-Soviet,Eastern_Europe,Late
0.277,0.585,10,-6.699,0,0.0413,0.34,0,0.0653,0.242,80.094,4,232946,2016,Germany,Jamie-Lee Kriewitz,Ghost,2016 Germany,2010,0.277 0.585 10 -6.699 0 0.0413 0.34 0 0.0653 0.242 80.094,Central Europe,Central_Europe,Late
0.694,0.757,5,-5.395,0,0.0709,0.104,0,0.173,0.477,83.009,4,175473,2016,Greece,Argo,Utopian Land,2016 Greece,2010,0.694 0.757 5 -5.395 0 0.0709 0.104 0 0.173 0.477 83.009,Hellenic/Anatolian,Southern,Late
0.482,0.71,0,-4.584,0,0.0377,0.238,1.65E-06,0.175,0.24,71.915,4,178750,2016,Hungary,Freddie,Pioneer,2016 Hungary,2010,0.482 0.71 0 -4.584 0 0.0377 0.238 1.65e-06 0.175 0.24 71.915,Central Europe,Central_Europe,Late
0.451,0.539,5,-12.399,1,0.0509,0.0338,0,0.202,0.31,134.192,4,179104,2016,Iceland,Greta Sal<f3>me,Hear Them Calling,2016 Iceland,2010,0.451 0.539 5 -12.399 1 0.0509 0.0338 0 0.202 0.31 134.192,Nordic,Northern_Europe,Late
0.62,0.894,7,-6.012,0,0.0316,0.0394,0,0.265,0.483,124.92,4,179965,2016,Ireland,Nicky Byrne,Sunlight,2016 Ireland,2010,0.62 0.894 7 -6.012 0 0.0316 0.0394 0 0.265 0.483 124.92,Western Europe,Western_Europe_Australia,Late
0.43,0.414,7,-6.903,0,0.0273,0.619,0,0.115,0.361,139.671,4,192702,2016,Israel,Hovi Star,Made of Stars,2016 Israel,2010,0.43 0.414 7 -6.903 0 0.0273 0.619 0 0.115 0.361 139.671,Hellenic/Anatolian,Southern,Late
0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.339,149.965,4,188133,2016,Italy,Francesca Michielin,No Degree of Separation,2016 Italy,2010,0.286 0.777 0 -3.661 1 0.0424 0.0197 0 0.165 0.339 149.965,Southern Europe,Southern,Late
0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.518,114.97,4,176352,2016,Latvia,Justs,Heartbeat,2016 Latvia,2010,0.675 0.551 1 -7.268 1 0.0665 0.0337 0 0.0921 0.518 114.97,Baltic,Northern_Europe,Late
0.477,0.79,9,-6.063,1,0.0392,0.00321,0,0.241,0.471,134.054,4,183267,2016,Lithuania,Donny Montell,I've Been Waiting for This Night,2016 Lithuania,2010,0.477 0.79 9 -6.063 1 0.0392 0.00321 0 0.241 0.471 134.054,Baltic,Northern_Europe,Late
0.538,0.795,3,-4.848,0,0.0443,0.00417,1.57E-06,0.125,0.192,123.987,4,183818,2016,Malta,Ira Losco,Walk on Water,2016 Malta,2010,0.538 0.795 3 -4.848 0 0.0443 0.00417 1.57e-06 0.125 0.192 123.987,Southern Europe,Southern,Late
0.626,0.824,8,-6.64,1,0.0431,0.0534,0,0.0206,0.304,125.975,4,178838,2016,Moldova,Lidia Isac,Falling Stars,2016 Moldova,2010,0.626 0.824 8 -6.64 1 0.0431 0.0534 0 0.0206 0.304 125.975,Ex-Soviet,Eastern_Europe,Late
0.511,0.764,1,-6.807,0,0.0405,0.00322,5.28E-06,0.302,0.43,117.025,4,181427,2016,Montenegro,Highway,The Real Thing,2016 Montenegro,2010,0.511 0.764 1 -6.807 0 0.0405 0.00322 5.28e-06 0.302 0.43 117.025,Balkans,Eastern_Europe,Late
0.601,0.794,7,-4.95,1,0.0281,0.0836,7.44E-06,0.0564,0.668,123.747,4,166173,2016,Netherlands,Douwe Bob,Slow Down,2016 Netherlands,2010,0.601 0.794 7 -4.95 1 0.0281 0.0836 7.44e-06 0.0564 0.668 123.747,Western Europe,Western_Europe_Australia,Late
0.522,0.537,7,-6.711,1,0.0445,0.182,3.90E-06,0.111,0.201,131.823,4,181277,2016,North Macedonia,Kaliopi,Dona,2016 North Macedonia,2010,0.522 0.537 7 -6.711 1 0.0445 0.182 3.9e-06 0.111 0.201 131.823,Balkans,Eastern_Europe,Late
